trade_date,pr,tr,dy,dy_pct_expanding,dy_realized
20110720,3053.627,3592.4866,0.02550287831454232,0.6952949962658701,0.026698942339656417
20110721,3028.752,3563.2223,0.025712410169078916,0.6992537313432836,0.026699022314635057
20110722,3038.886,3575.1441,0.02545806454840714,0.6927665920954511,0.026495283009668746
20110725,2946.378,3466.3113,0.025985004864746017,0.7093889716840537,0.026178766641869355
20110726,2950.707,3471.4052,0.025947164983827556,0.7066269545793,0.02617905692333955
20110727,2973.334,3498.0246,0.0257227558870228,0.6986607142857143,0.026147001189285923
20110728,2960.748,3483.2172,0.025832101657251794,0.7011152416356877,0.026147000668279574
20110729,2951.428,3472.8518,0.0254758130853428,0.6916790490341753,0.025636531979179145
20110801,2959.937,3483.9161,0.02570461878455254,0.6971046770601337,0.02594631514009471
20110802,2934.924,3454.4755,0.025808096296034956,0.7002967359050445,0.025818458754269136
20110803,2929.498,3448.0883,0.025855843860852275,0.7020014825796886,0.025818399257816482
20110804,2933.075,3452.2984,0.025824309256153814,0.7,0.025818396642941277
20110805,2865.935,3373.2735,0.026054411509545666,0.7150259067357513,0.02541562975548972
20110808,2746.912,3233.5051,0.02728359525547003,0.742603550295858,0.025518432477771524
20110809,2744.392,3230.5384,0.027308492312352568,0.7427937915742794,0.02551827672743756
20110810,2768.425,3258.8284,0.027071396063125582,0.7392909896602659,0.025518248064112292
20110811,2807.847,3305.2333,0.026691199210094423,0.7269372693726938,0.025518130758168667
20110812,2818.149,3317.3597,0.02659349712285332,0.726401179941003,0.025517996825133782
20110815,2854.622,3360.2936,0.026253723793895015,0.7177597641857038,0.025518004082201617
20110816,2836.865,3339.3913,0.026418115266022786,0.7209131075110456,0.025518065189704897
20110817,2830.64,3332.4029,0.026578029016179446,0.7255334805003679,0.025622479783110164
20110818,2783.316,3276.7619,0.027008865603220963,0.7345588235294118,0.025602094623047522
20110819,2749.611,3237.0822,0.027340050674182107,0.7443056576047025,0.02560220675970082
20110822,2724.363,3207.3572,0.027593424251573136,0.748898678414097,0.02560220675970082
20110823,2766.476,3256.9373,0.0271480616254644,0.7395451210564931,0.025576200259526338
20110824,2758.434,3247.5781,0.02726054268810923,0.7419354838709677,0.02561038699806195
20110825,2848.054,3353.0902,0.026402634259606476,0.7172161172161172,0.025610286620028733
20110826,2841.147,3344.9579,0.026466820658561232,0.719619326500732,0.025610286620028733
20110829,2800.212,3296.7645,0.026853867522068687,0.7300658376005852,0.02561043091543702
20110830,2793.629,3289.0139,0.026917079448814465,0.7309941520467836,0.02561036377988457
20110831,2800.044,3296.5667,0.02685537153276228,0.7297297297297297,0.025610324049177402
20110901,2786.223,3280.2941,0.02694128526797382,0.7321167883211679,0.025562525151496374
20110902,2755.317,3243.9084,0.02724371366331612,0.7410649161196207,0.02556276289698789
20110905,2693.57,3171.2118,0.027868214697153487,0.7558309037900874,0.025562733224949508
20110906,2675.203,3149.5878,0.028059548027499864,0.7574654042243263,0.025562733224949508
20110907,2731.767,3216.1817,0.027478231050024022,0.7459970887918487,0.025562417301546736
20110908,2716.222,3197.8802,0.027635502269018657,0.7498181818181818,0.02556243030629446
20110909,2715.186,3196.6599,0.02764604680642814,0.7507267441860465,0.02556243030629446
20110913,2691.593,3168.8837,0.02788831406522413,0.7559912854030502,0.02556237671737116
20110914,2709.302,3189.7328,0.027706025729047113,0.7525399129172714,0.02556237671737116
20110915,2699.376,3179.5221,0.02827202295403973,0.7621464829586657,0.026038366787511702
20110916,2704.852,3185.9724,0.0282148699114024,0.7615942028985507,0.0260384529248312
20110919,2656.135,3128.5894,0.02873217717104023,0.7697320782041999,0.0260382749942909
20110920,2672.123,3147.8284,0.028689630835977694,0.7677279305354558,0.026171009133128864
20110921,2749.629,3239.1318,0.02788083058820661,0.7534345625451916,0.026170908449339114
20110922,2674.248,3150.3306,0.028666728115500112,0.7673410404624278,0.026170908449339114
20110923,2665.012,3139.4508,0.026698586724895765,0.7162454873646209,0.02422564547089512
20110926,2623.655,3090.7308,0.02703768264878685,0.7301587301587301,0.024149729993432123
20110927,2649.114,3120.723,0.026778117416403912,0.718817591925018,0.024150013940754
20110928,2620.315,3086.7972,0.026481750846025665,0.7096541786743515,0.023581932214675083
20110929,2600.161,3063.4463,0.02676565916142431,0.7185025197984162,0.0236657604788042
20110930,2594.997,3057.3626,0.026818842926571114,0.7201438848920864,0.02366569235639182
20111010,2583.162,3043.4188,0.02694171598139151,0.7253774263120057,0.02366569235639182
20111011,2564.082,3020.9384,0.027142196286204286,0.7334770114942529,0.02366569235639182
20111012,2641.663,3112.3429,0.02634490902885416,0.700646087580761,0.023665537328175557
20111013,2654.475,3127.4377,0.026217636795981717,0.6979913916786227,0.023665423981278355
20111014,2651.248,3123.6361,0.026249655241876765,0.6989247311827957,0.023665534666587273
20111017,2656.82,3130.2005,0.02619458912034944,0.6969914040114613,0.023665521552889146
20111018,2586.787,3047.6897,0.026903886515913973,0.7222619899785254,0.023665646453577383
20111019,2580.768,3040.5975,0.02696642028703211,0.7267525035765379,0.023665463130323916
20111020,2517.915,2966.5457,0.027639585452999358,0.7483917083631165,0.023665484374565393
20111021,2499.055,2944.3255,0.027848013766021217,0.7535714285714286,0.02366536259521923
20111024,2561.239,3017.5894,0.02717197207962563,0.734475374732334,0.023665441153586597
20111025,2610.322,3075.4178,0.026660986273486037,0.7104136947218259,0.023665391118528056
20111026,2627.94,3096.1783,0.026483346699312908,0.7056307911617962,0.023666515740203842
20111027,2635.585,3105.1817,0.0264065268716404,0.7008547008547008,0.023666515740203842
20111028,2683.705,3161.8753,0.025932930760083822,0.6790035587188612,0.023666417587569155
20111031,2673.532,3149.89,0.026031696078182915,0.6856330014224751,0.023666508153799004
20111101,2678.399,3155.624,0.025984154424012418,0.6830135039090263,0.02366631179252887
20111102,2713.339,3196.7893,0.02564946040579852,0.6661931818181818,0.02366623414966562
20111103,2719.561,3204.1207,0.02559102515460034,0.6635911994322214,0.023666487364442546
20111104,2735.905,3223.3767,0.025438147143438842,0.6588652482269504,0.023666487364442546
20111107,2723.134,3208.3294,0.02555744739717915,0.6626506024096386,0.023666487364442546
20111108,2721.661,3206.5946,0.025571391169343476,0.6628895184135978,0.02366661948985982
20111109,2742.7,3231.382,0.025375235374392582,0.6546355272469923,0.02366661948985982
20111110,2694.965,3175.1414,0.025824474589590498,0.6732673267326733,0.02366643199447993
20111111,2692.008,3171.6582,0.025853050675079092,0.6749116607773852,0.023666646492032983
20111114,2752.09,3242.4448,0.02528858224545587,0.6518361581920904,0.023666596806229512
20111115,2751.116,3241.2977,0.025297671999265036,0.652787579393084,0.02366673667093311
20111116,2680.037,3157.5537,0.025968607970684746,0.6840620592383639,0.02366673667093311
20111117,2676.325,3153.1805,0.02600442207312714,0.6863988724453841,0.023666585502073456
20111118,2619.951,3086.7624,0.026564082473823403,0.7105633802816902,0.023666706444101182
20111121,2619.686,3086.4504,0.026566700975414338,0.7107670654468684,0.023666662667782834
20111122,2611.857,3077.2267,0.02664641145156819,0.7137834036568214,0.023666741705752337
20111123,2587.489,3048.5162,0.026897301406627938,0.7238229093464511,0.023666694068176675
20111124,2588.302,3049.474,0.026888852815217974,0.723314606741573,0.023666694068176675
20111125,2568.596,3026.2578,0.02709527811824895,0.7368421052631579,0.02366686266309137
20111128,2575.374,3034.2427,0.02702386672752085,0.7314165497896213,0.023666777294913954
20111129,2609.281,3074.1911,0.026672698300422786,0.7126839523475823,0.023666777743922562
20111130,2526.561,2976.733,0.027546162179227198,0.7485994397759104,0.023666977961942948
20111201,2578.674,3038.1315,0.02698950497284783,0.728481455563331,0.02366701553567485
20111202,2543.992,2997.2701,0.027357482261426636,0.7447552447552448,0.023667048236328814
20111205,2512.21,2959.8257,0.027703712827816345,0.7554157931516422,0.023667182047586
20111206,2509.033,2956.0818,0.02773879195816416,0.7569832402234636,0.023667182047586
20111207,2513.497,2961.3416,0.02768953896639567,0.7529658060013956,0.02366721710061226
20111208,2510.784,2958.1455,0.02771955704209388,0.7566248256624826,0.023667317879945804
20111209,2498.055,2943.1479,0.027860701830754925,0.7602787456445993,0.023667233056182013
20111212,2479.999,2921.8743,0.028063545796521084,0.7646239554317549,0.023667233056182013
20111213,2441.798,2876.8669,0.028502619159625733,0.7745302713987474,0.023667263637483504
20111214,2420.205,2851.4272,0.028757063596631854,0.7809457579972183,0.023667430655843757
20111215,2361.291,2782.0162,0.029474569494860648,0.7936066712995136,0.023667450847136617
20111216,2401.103,2828.9221,0.028985844283418362,0.7826388888888889,0.02366746572794476
20111219,2390.877,2816.8741,0.02910982951576194,0.7855655794587092,0.02366747608790165
20111220,2377.081,2800.6198,0.02927877588654167,0.7912621359223301,0.02366747608790165
20111221,2349.594,2768.2349,0.029621297067985514,0.7955647955647955,0.02366747608790165
20111222,2352.024,2771.0987,0.029590941303209106,0.7950138504155124,0.023667743540215946
20111223,2372.515,2795.2405,0.029335328645200207,0.7910034602076125,0.02366771218818453
20111226,2357.666,2777.7456,0.02952003977835667,0.7939142461964038,0.023667675561710455
20111227,2327.015,2741.6334,0.029908794533896697,0.7982031789910159,0.023667623352596312
20111228,2332.737,2748.3754,0.029835604248690768,0.7976519337016574,0.02366780082996356
20111229,2336.476,2752.7802,0.02978775452924954,0.7964113181504486,0.023667721642262052
20111230,2363.779,2784.9479,0.029443688919938305,0.7896551724137931,0.023667721642262052
20120104,2321.955,2735.67,0.029974040647421183,0.7994486560992419,0.023667721642262052
20120105,2306.653,2717.64,0.030172884066863484,0.803030303030303,0.023667721642262052
20120106,2325.18,2739.47,0.029933182069598652,0.7983482450103234,0.023668453665679934
20120109,2402.595,2830.68,0.028968948677387488,0.7751031636863824,0.023668776361299715
20120110,2471.191,2911.498,0.028164730344685477,0.7580756013745704,0.023668700950403743
20120111,2458.86,2896.97,0.028305935098969663,0.760989010989011,0.02366867540269002
20120112,2460.444,2898.836,0.02828771212734472,0.759780370624571,0.02366867540269002
20120113,2424.644,2856.658,0.02870562669363271,0.7688614540466392,0.0236689261650902
20120116,2393.766,2820.278,0.02907580626533026,0.7779300891021247,0.023668844484869167
20120117,2498.609,2943.801,0.027855653295836766,0.7472602739726028,0.02366874930356211
20120118,2461.433,2900.002,0.028276527214084725,0.758384668035592,0.023668940591587084
20120119,2506.632,2953.253,0.02776656281512362,0.7441860465116279,0.023668867087635936
20120120,2537.116,2989.169,0.027433105750010553,0.7293233082706767,0.023669035194721078
20120130,2485.843,2928.76,0.02799880178756092,0.7506830601092896,0.02366892141316579
20120131,2490.308,2934.021,0.027948753037348846,0.7494880546075086,0.02366907673137053
20120201,2458.769,2896.862,0.02830706660918489,0.76193724420191,0.02366891627730139
20120202,2514.976,2963.084,0.027674527313180233,0.7361963190184049,0.02366901158092971
20120203,2532.523,2983.757,0.027482686130768534,0.728882833787466,0.023668931493926015
20120206,2530.728,2981.643,0.027502382708298464,0.729067392784207,0.023669150341406153
20120207,2484.624,2927.324,0.02801270936230462,0.7510204081632653,0.023669150341406153
20120208,2549.035,3003.212,0.02730481821917789,0.7226376614547927,0.0236691339271502
20120209,2549.198,3003.403,0.02730307230325856,0.7221467391304348,0.0236691339271502
20120210,2546.27,2999.953,0.02733446857926383,0.723693143245078,0.0236691339271502
20120213,2543.172,2996.304,0.02736773823319113,0.7252374491180461,0.023669161393173876
20120214,2535.418,2987.168,0.02745143624364154,0.727457627118644,0.023669161393173876
20120215,2558.803,3014.72,0.027200422366889947,0.7161246612466124,0.02366906544165559
20120216,2547.815,3001.774,0.027317730036782537,0.7224102911306702,0.02366906544165559
20120217,2548.544,3002.633,0.027309762977221413,0.7219215155615697,0.02366893867465758
20120220,2547.051,3000.875,0.027325998557615836,0.7227856659905342,0.02366919095557196
20120221,2565.02,3022.045,0.02713456891259092,0.7121621621621622,0.02366919095557196
20120222,2597.123,3059.868,0.026799116070523644,0.6927751519243754,0.023669156249256806
20120223,2601.798,3065.376,0.02675097136445212,0.6909581646423751,0.023669165325155284
20120224,2642.963,3113.876,0.02633428685322594,0.6702629804450438,0.023669163124526715
20120227,2649.987,3122.152,0.026264634676084343,0.6698113207547169,0.023669317068720774
20120228,2654.778,3127.796,0.02621723566014662,0.665993265993266,0.023669317068720774
20120229,2625.788,3093.64,0.026506686926504625,0.6796769851951547,0.023669317068720774
20120301,2628.857,3097.257,0.026476122732951152,0.6778749159381304,0.023669706515675015
20120302,2671.601,3147.617,0.026052449538564247,0.6592741935483871,0.023669646395718447
20120305,2657.203,3130.654,0.02619372596733914,0.664204163868368,0.023669762549767714
20120306,2616.561,3082.77,0.02660058268146298,0.6859060402684564,0.023669762549767714
20120307,2599.228,3062.35,0.02677832701498982,0.6941649899396378,0.02367014400132117
20120308,2626.786,3094.818,0.026497391630120597,0.6789544235924933,0.02367014400132117
20120309,2649.614,3121.713,0.02626885649849719,0.6684527796383122,0.023669938055791873
20120312,2635.598,3105.2,0.02640850616750087,0.6733601070950469,0.023669916982062666
20120313,2660.882,3134.989,0.026157569572064058,0.6588628762541806,0.023669916982062666
20120314,2584.819,3045.373,0.026927247067002454,0.7032085561497327,0.02366987206968485
20120315,2569.299,3027.087,0.027089769137624772,0.7140948563794255,0.023669766912767898
20120316,2603.492,3067.373,0.026734187484684424,0.6909212283044058,0.023669973922882948
20120319,2607.306,3071.867,0.0266951488187194,0.6877918612408273,0.02367005923107013
20120320,2567.052,3024.44,0.027113756046211763,0.7153333333333334,0.02367005923107013
20120321,2569.756,3027.625,0.02708512313030851,0.7135243171219188,0.0236699765139039
20120322,2569.402,3027.209,0.027089209679731118,0.7137150466045273,0.02367033980398081
20120323,2543.334,2996.495,0.0273666006603261,0.729208250166334,0.02367013117498651
20120326,2545.498,2999.046,0.027343811423321783,0.7280585106382979,0.0236706183251707
20120327,2539.48,2991.955,0.027408422934573195,0.7308970099667774,0.023670467598079892
20120328,2472.659,2913.228,0.028149106639407187,0.7616201859229748,0.023670467598079892
20120329,2445.047,2880.696,0.02846683784894571,0.7710683477106834,0.023670345341413324
20120330,2463.928,2902.942,0.02824899247206517,0.763262599469496,0.023670647400153122
20120405,2510.98,2958.377,0.02771961988908823,0.7455268389662028,0.023670624635152127
20120406,2517.627,2966.209,0.027646496553576986,0.7397350993377484,0.02367072657867242
20120409,2493.413,2937.681,0.02791495478831988,0.7531436135009927,0.02367074034319616
20120410,2515.168,2963.312,0.02767350378328964,0.7394179894179894,0.02367074034319616
20120411,2512.143,2959.748,0.02770671925018454,0.744216787838731,0.02367065528934953
20120412,2564.356,3021.264,0.0271425811460329,0.7120211360634082,0.02367065528934953
20120413,2574.552,3033.277,0.027034867546170058,0.7042904290429043,0.023670500851396215
20120416,2568.833,3026.539,0.02709505534642665,0.7091029023746702,0.023670500851396215
20120417,2536.745,2988.733,0.02743778831168573,0.7290705339485827,0.023670500851396215
20120418,2592.213,3054.084,0.026850676356737355,0.689064558629776,0.023670500851396215
20120419,2586.156,3047.676,0.027152403329837756,0.7129690585911784,0.023915031404688092
20120420,2618.956,3086.329,0.026812297550631657,0.6868421052631579,0.023914993790973282
20120423,2596.465,3059.824,0.02704447815475746,0.7041420118343196,0.02391493734469985
20120424,2600.88,3066.357,0.027344989288478633,0.7247043363994744,0.02429014965489662
20120425,2616.998,3085.36,0.02717632974843882,0.7137229152987524,0.02428998494266965
20120426,2615.11,3083.334,0.02726078453936669,0.7178477690288714,0.024356394392510028
20120427,2604.706,3071.067,0.027369672529929757,0.7272131147540983,0.024356394392510028
20120502,2658.564,3134.569,0.026815337433814524,0.6847968545216252,0.02435656148828924
20120503,2664.436,3141.492,0.026756240626305782,0.6804191224623445,0.02435656148828924
20120504,2678.973,3159.114,0.02676363123804587,0.680628272251309,0.02451287347263298
20120507,2677.454,3163.048,0.028592137407295458,0.776324395029431,0.026370645572280305
20120508,2664.14,3147.319,0.028653089909149797,0.7764705882352941,0.02630110552536369
20120509,2614.857,3089.383,0.029285435224332444,0.7962116263879817,0.02639584530131578
20120510,2615.847,3090.685,0.029317173158502265,0.7969973890339426,0.026439796980911368
20120511,2596.556,3067.892,0.02934000084070826,0.7977821265492498,0.026277999994818613
20120514,2578.03,3046.004,0.02955101508354342,0.8018252933507171,0.026278204213076917
20120515,2572.067,3039.197,0.029565818320824666,0.8019543973941368,0.026248003889403737
20120516,2534.97,2995.581,0.030071410166612526,0.8111979166666666,0.026322840722305063
20120517,2579.289,3047.953,0.029554742001330795,0.8009108653220559,0.026322879841480518
20120518,2541.662,3003.513,0.030000240799928905,0.8094928478543563,0.026331057229808108
20120521,2547.595,3010.897,0.030054154713609702,0.8109161793372319,0.02645811422980371
20120522,2582.709,3052.498,0.029623785765738698,0.8025974025974026,0.02644612084338971
20120523,2575.872,3044.418,0.029595712132869115,0.8014276443867618,0.026355740254404347
20120524,2554.494,3019.929,0.03010095318431041,0.8125810635538262,0.026620089493887278
20120525,2536.899,2999.966,0.030498669955128926,0.8224238496435515,0.02683132686637002
20120528,2567.316,3038.117,0.030856020657661968,0.8264248704663213,0.027569302626141434
20120529,2599.089,3075.839,0.0305183481314039,0.8220064724919094,0.02760997149750888
20120530,2592.052,3067.512,0.0304376226728532,0.8195342820181113,0.027471141613565342
20120531,2580.99,3054.566,0.030599010325462764,0.8228829993535876,0.027505919017406733
20120601,2581.398,3055.825,0.030848149692846303,0.8262273901808785,0.027766891816394246
20120604,2509.972,2971.271,0.031581097865717125,0.8386055519690123,0.02764314713068816
20120605,2513.039,2975.633,0.031748424378290604,0.8432258064516129,0.027861253106779893
20120606,2506.671,2969.068,0.03198943882458161,0.8484848484848485,0.028053828983522155
20120607,2484.364,2955.252,0.03652435247887684,0.9626288659793815,0.03242668227466439
20120608,2466.244,2934.902,0.03662862003579647,0.9626529298132647,0.03235828428795151
20120611,2489.797,2973.398,0.03969095998484052,0.9942084942084942,0.03589940689189053
20120612,2465.273,2944.16,0.039258679398982185,0.9916398713826367,0.03520355439938516
20120613,2498.487,2986.177,0.03943183684442962,0.9916452442159382,0.03593865155840703
20120614,2474.978,2964.653,0.04102003294217022,1.0,0.037378831686495584
20120615,2492.958,2987.815,0.04096642065991847,0.9993581514762516,0.03768411049603593
20120618,2503.991,3001.257,0.04073569063141099,0.9987171263630532,0.03765357607046371
20120619,2485.795,2979.549,0.03974301556180688,0.992948717948718,0.036536424448371685
20120620,2483.43,2976.715,0.03876742659757176,0.982703395259449,0.035660637876882006
20120621,2437.788,2923.018,0.03718515559542312,0.9596670934699104,0.03375710620643346
20120625,2393.649,2875.992,0.03982782426420689,0.9942418426103646,0.03580028107299227
20120626,2393.148,2875.479,0.03743987858394512,0.9597186700767263,0.033812167927491865
20120627,2383.361,2864.219,0.034661454593993606,0.9182108626198083,0.03137485929933348
20120628,2361.881,2840.32,0.03551661746630209,0.938058748403576,0.03195732800038842
20120629,2394.097,2879.063,0.034166177948840665,0.9093809827696235,0.03120929779401571
20120702,2388.617,2875.052,0.034565919995714914,0.9151785714285714,0.03164823707074449
20120703,2389.582,2876.393,0.034052126269018525,0.9063097514340345,0.03123662076668987
20120704,2391.793,2879.118,0.03154534646559407,0.8273885350318472,0.02918083845425845
20120705,2356.069,2837.365,0.030688797372429768,0.8128580521960534,0.028211665306113076
20120706,2380.699,2867.026,0.030371149490396595,0.8040712468193384,0.028211543507138614
20120709,2316.022,2789.265,0.03084354271236368,0.8143674507310871,0.02792728005156553
20120710,2310.771,2782.941,0.028966833392288636,0.7636594663278272,0.026382251576680504
20120711,2330.64,2807.409,0.028911820971110815,0.7625396825396825,0.026579277941419788
20120712,2353.33,2836.75,0.028860438311697646,0.7614213197969543,0.026924284460729364
20120713,2352.192,2837.427,0.029586255363778187,0.7844007609384908,0.027657968068588223
20120716,2317.424,2796.071,0.029527058636893797,0.7813688212927756,0.027327104267218738
20120717,2339.048,2822.797,0.029479276925567368,0.7802406586447118,0.027558465491172246
20120718,2348.462,2834.301,0.029411550502654645,0.7772151898734178,0.027610306511117733
20120719,2354.588,2847.024,0.030513993447156638,0.8089816571790006,0.02899170785558547
20120720,2328.55,2815.541,0.030689580954356994,0.8135271807838179,0.028863372540568255
20120723,2291.452,2771.159,0.03123727073815562,0.8250157927984839,0.028945911880901454
20120724,2297.45,2778.413,0.03090368990489865,0.8169191919191919,0.028752368770288195
20120725,2282.379,2760.845,0.031021910673286412,0.8189274447949527,0.02875102967611154
20120726,2273.676,2750.318,0.031140818060338228,0.8215636822194199,0.02875119852733965
20120727,2280.953,2759.12,0.030784644596786145,0.8122243226212981,0.028555707525801832
20120730,2270.862,2747.557,0.03073760280021589,0.8110831234256927,0.02847707117710474
20120731,2271.364,2748.165,0.03069643718846385,0.8105726872246696,0.02845083641753421
20120801,2293.204,2774.59,0.03040412586232485,0.8006289308176101,0.028450898299175353
20120802,2273.244,2757.341,0.033180129889704646,0.8856065367693274,0.03103132636997974
20120803,2290.907,2778.766,0.032924521451486104,0.8793969849246231,0.031031544859323024
20120806,2314.635,2807.546,0.03258664194583832,0.8675455116133082,0.031031253205200393
20120807,2313.215,2805.824,0.0326067864327739,0.8682559598494354,0.031031398283970724
20120808,2317.827,2811.419,0.03254220971235782,0.8626959247648903,0.031031711812472107
20120809,2330.753,2827.097,0.03214319240491441,0.8414786967418546,0.030853802613693304
20120810,2324.635,2819.676,0.0318431785848153,0.8328115216030056,0.03054251829580945
20120813,2279.048,2764.381,0.03248001670368291,0.8591989987484355,0.030542430393349695
20120814,2283.712,2770.038,0.032413683121380946,0.8524077548467792,0.030542430393349695
20120815,2254.08,2734.096,0.03283988583084505,0.8775,0.030542527658242058
20120816,2248.07,2726.968,0.03298686248813115,0.8825733916302311,0.030603556412652555
20120817,2249.495,2728.696,0.03284340912085756,0.8770287141073658,0.030500131193419655
20120820,2239.026,2715.997,0.032997037274694455,0.8827199001871491,0.030500195526757423
20120821,2247.255,2725.978,0.032876208699506734,0.8771820448877805,0.030500195526757423
20120822,2238.304,2715.121,0.03300797296689909,0.8834890965732087,0.03050049641344299
20120823,2242.05,2719.665,0.032952825158802275,0.8804483188044832,0.030500498124895303
20120824,2218.826,2691.586,0.03333202588951878,0.8935905413814561,0.030535836301799568
20120827,2172.266,2635.106,0.03404654412124927,0.9079601990049752,0.03053594263380055
20120828,2190.389,2657.09,0.03363325191236051,0.9018023617153511,0.03043101343678245
20120829,2169.636,2631.915,0.0339268843436746,0.9043478260869565,0.030408462017432525
20120830,2175.378,2638.88,0.03383703608952465,0.9031657355679702,0.030408220026293398
20120831,2168.274,2630.262,0.033947897680070865,0.9044665012406948,0.030408220026293398
20120903,2180.966,2645.659,0.033750229973217444,0.9020458772473652,0.030408192644858056
20120904,2156.702,2616.225,0.03408718714387183,0.9101610904584883,0.03037375288038624
20120905,2145.612,2602.771,0.03426334237863402,0.9126934984520124,0.0303737289594328
20120906,2159.027,2619.045,0.034050718819934114,0.9071782178217822,0.030374007063292963
20120907,2253.372,2733.492,0.03262495751237591,0.8596165739022882,0.030373925394188594
20120910,2260.052,2741.595,0.03252852844075159,0.8522867737948084,0.030373925394188594
20120911,2248.611,2727.717,0.03269419771774452,0.8641136504014824,0.03037411262372114
20120912,2254.182,2734.474,0.03261339706567403,0.858641975308642,0.03037411262372114
20120913,2238.318,2715.231,0.03284466177212871,0.8698334361505243,0.030374289794617537
20120914,2257.251,2738.197,0.03256917270098345,0.8551171393341553,0.030374289794617537
20120917,2207.477,2678.691,0.03362962730298361,0.8977202711028959,0.030710282197317085
20120918,2185.799,2653.476,0.034374272700343364,0.916871921182266,0.031134026120083647
20120919,2191.776,2660.732,0.034280574921097776,0.9138461538461539,0.031134071817546127
20120920,2147.603,2607.108,0.03498580109250204,0.9261992619926199,0.031134201455921495
20120921,2153.71,2614.522,0.03488654335425595,0.9250153657037492,0.031134184172341817
20120924,2164.305,2627.384,0.03471578982683978,0.9201474201474201,0.03113421285979001
20120925,2163.769,2626.733,0.03414520842501266,0.9079189686924494,0.03065571998201211
20120926,2143.016,2601.539,0.03447576518913931,0.9153374233128835,0.030655633457064235
20120927,2209.712,2682.585,0.03346486074008957,0.8896382587369712,0.030686225037813264
20120928,2242.933,2722.915,0.032815078893386716,0.8627450980392157,0.03055290686055856
20121008,2224.8,2700.902,0.03308268887223087,0.8738518064911206,0.030553065675097635
20121009,2268.591,2754.064,0.03244408807182046,0.8365973072215422,0.030553065675097635
20121010,2269.546,2755.224,0.032430501804446246,0.8348623853211009,0.03055315856055829
20121011,2247.982,2729.044,0.032741594749545924,0.8606356968215159,0.03055315856055829
20121012,2254.35,2736.776,0.032649244141990476,0.855222968845449,0.030553349339690783
20121015,2249.712,2731.146,0.03271668929114749,0.8577533577533577,0.030553497135086927
20121016,2248.541,2729.724,0.03258610787477069,0.8486882245271506,0.03042195649639745
20121017,2255.416,2738.07,0.032486628191073785,0.8396341463414634,0.030421822053536607
20121018,2285.284,2774.33,0.03206215074179149,0.8165752589884216,0.030421938874694243
20121019,2276.184,2763.282,0.0321903326338311,0.8209500609013398,0.030421938874694243
20121022,2287.457,2776.968,0.032031735337190545,0.815581253804017,0.030422006841341664
20121023,2260.238,2743.923,0.032417473379740706,0.8315085158150851,0.030422002174478546
20121024,2258.601,2741.937,0.032441308136714385,0.8340425531914893,0.030422372922686458
20121025,2241.499,2721.175,0.032688826093115034,0.8572296476306197,0.030422372922686458
20121026,2209.896,2682.809,0.03315615548278131,0.8767455980570734,0.030422247197590124
20121029,2197.639,2667.928,0.03334107893824986,0.8853155339805825,0.030422247197590124
20121030,2201.966,2673.182,0.0332759244640287,0.8811400848999393,0.03042262412105412
20121031,2213.338,2686.988,0.03310503704601575,0.8745454545454545,0.030422717501909613
20121101,2253.334,2735.542,0.03251734537807102,0.8400969109630527,0.030422638424972615
20121102,2266.616,2751.666,0.03232679715753252,0.8214285714285714,0.030422636741709752
20121105,2265.328,2750.103,0.03234413136662245,0.822141560798548,0.030421740258389285
20121106,2257.553,2740.664,0.0324555243755022,0.8325272067714631,0.030421740258389285
20121107,2252.915,2735.034,0.03252252996756808,0.8404833836858006,0.030421936554228424
20121108,2211.83,2685.156,0.033126532811327214,0.8756038647342995,0.03042184539032866
20121109,2206.79,2679.038,0.0332023934336256,0.8774894387447194,0.03042205585420321
20121112,2219.914,2694.97,0.03300610285145759,0.8703256936067552,0.03042205585420321
20121113,2184.225,2651.644,0.03354523016971125,0.8939119951778179,0.0304219393224483
20121114,2195.235,2665.01,0.03337698714143932,0.8867469879518072,0.0304219393224483
20121115,2166.314,2629.901,0.03382297031489474,0.8988561107766406,0.0304223406565729
20121116,2152.695,2613.366,0.034036693748399884,0.9043321299638989,0.030422131038352784
20121119,2156.483,2617.966,0.03397743251861122,0.9019843656043295,0.03042267344714844
20121120,2144.27,2603.139,0.03417095590109095,0.9098557692307693,0.03042267344714844
20121121,2171.962,2636.756,0.03373502461398944,0.8954954954954955,0.03042245753394801
20121122,2156.538,2618.032,0.0339765696068287,0.9009603841536614,0.030422730812612153
20121123,2172.451,2637.35,0.03372752139345733,0.8944211157768446,0.030422590024830276
20121126,2158.84,2620.826,0.03394016581994857,0.8986810551558753,0.030422590024830276
20121127,2135.117,2592.028,0.03431783600692192,0.9149191132414619,0.03042318826564583
20121128,2121.601,2575.619,0.034536317396662713,0.9179640718562875,0.030423066525368192
20121129,2101.963,2551.778,0.034858892250960366,0.9251944943147815,0.030422994232700562
20121130,2122.615,2576.85,0.034519839913035665,0.9168660287081339,0.030423123381360107
20121203,2095.633,2544.093,0.034964294796373314,0.9270771069934249,0.030423123381360107
20121204,2116.31,2569.195,0.034622751337759806,0.9193548387096774,0.030423193926086167
20121205,2188.238,2656.515,0.03348433241719941,0.8841791044776119,0.03042287849902925
20121206,2188.368,2656.674,0.03348278757769174,0.8836515513126492,0.030423336313073923
20121207,2233.744,2711.76,0.03280262184982474,0.8497316636851521,0.030423335861101464
