code,trade_date,close
159919.SZ,20230814,3.999
159919.SZ,20230811,4.026
159919.SZ,20230810,4.12
159919.SZ,20230809,4.113
159919.SZ,20230808,4.126
159919.SZ,20230807,4.135
159919.SZ,20230804,4.167
159919.SZ,20230803,4.145
159919.SZ,20230802,4.114
159919.SZ,20230801,4.138
159919.SZ,20230731,4.158
159919.SZ,20230728,4.138
159919.SZ,20230727,4.041
159919.SZ,20230726,4.048
159919.SZ,20230725,4.054
159919.SZ,20230724,3.941
159919.SZ,20230721,3.96
159919.SZ,20230720,3.957
159919.SZ,20230719,3.987
159919.SZ,20230718,3.989
159919.SZ,20230717,3.998
159919.SZ,20230714,4.024
159919.SZ,20230713,4.024
159919.SZ,20230712,3.961
159919.SZ,20230711,3.98
159919.SZ,20230710,3.955
159919.SZ,20230707,3.938
159919.SZ,20230706,3.952
159919.SZ,20230705,3.979
159919.SZ,20230704,4.012
159919.SZ,20230703,3.995
159919.SZ,20230630,3.949
159919.SZ,20230629,3.928
159919.SZ,20230628,3.943
159919.SZ,20230627,3.938
159919.SZ,20230626,3.911
159919.SZ,20230621,3.956
159919.SZ,20230620,4.013
159919.SZ,20230619,4.018
159919.SZ,20230616,4.051
159919.SZ,20230615,4.01
159919.SZ,20230614,3.944
159919.SZ,20230613,3.943
159919.SZ,20230612,3.918
159919.SZ,20230609,3.913
159919.SZ,20230608,3.897
159919.SZ,20230607,3.869
159919.SZ,20230606,3.877
159919.SZ,20230605,3.915
159919.SZ,20230602,3.935
159919.SZ,20230601,3.877
159919.SZ,20230531,3.869
159919.SZ,20230530,3.902
159919.SZ,20230529,3.905
159919.SZ,20230526,3.915
159919.SZ,20230525,3.916
159919.SZ,20230524,3.925
159919.SZ,20230523,3.975
159919.SZ,20230522,4.036
159919.SZ,20230519,4.014
159919.SZ,20230518,4.02
159919.SZ,20230517,4.025
159919.SZ,20230516,4.047
159919.SZ,20230515,4.064
159919.SZ,20230512,4.004
159919.SZ,20230511,4.056
159919.SZ,20230510,4.06
159919.SZ,20230509,4.092
159919.SZ,20230508,4.125
159919.SZ,20230505,4.082
159919.SZ,20230504,4.095
159919.SZ,20230428,4.094
159919.SZ,20230427,4.055
159919.SZ,20230426,4.022
159919.SZ,20230425,4.031
159919.SZ,20230424,4.05
159919.SZ,20230421,4.102
159919.SZ,20230420,4.175
159919.SZ,20230419,4.193
159919.SZ,20230418,4.226
159919.SZ,20230417,4.217
159919.SZ,20230414,4.154
159919.SZ,20230413,4.138
159919.SZ,20230412,4.159
159919.SZ,20230411,4.163
159919.SZ,20230410,4.171
159919.SZ,20230407,4.19
159919.SZ,20230406,4.158
159919.SZ,20230404,4.17
159919.SZ,20230403,4.151
159919.SZ,20230331,4.119
159919.SZ,20230330,4.11
159919.SZ,20230329,4.07
159919.SZ,20230328,4.066
159919.SZ,20230327,4.075
159919.SZ,20230324,4.095
159919.SZ,20230323,4.098
159919.SZ,20230322,4.062
159919.SZ,20230321,4.044
159919.SZ,20230320,4.003
159919.SZ,20230317,4.024
159919.SZ,20230316,4.001
159919.SZ,20230315,4.05
159919.SZ,20230314,4.051
159919.SZ,20230313,4.074
159919.SZ,20230310,4.033
159919.SZ,20230309,4.087
159919.SZ,20230308,4.098
159919.SZ,20230307,4.11
159919.SZ,20230306,4.171
159919.SZ,20230303,4.195
159919.SZ,20230302,4.189
159919.SZ,20230301,4.195
159919.SZ,20230228,4.145
159919.SZ,20230227,4.114
159919.SZ,20230224,4.13
159919.SZ,20230223,4.174
159919.SZ,20230222,4.173
159919.SZ,20230221,4.213
159919.SZ,20230220,4.204
159919.SZ,20230217,4.099
159919.SZ,20230216,4.163
159919.SZ,20230215,4.189
159919.SZ,20230214,4.216
159919.SZ,20230213,4.209
159919.SZ,20230210,4.174
159919.SZ,20230209,4.197
159919.SZ,20230208,4.142
159919.SZ,20230207,4.162
159919.SZ,20230206,4.147
159919.SZ,20230203,4.209
159919.SZ,20230202,4.25
159919.SZ,20230201,4.26
159919.SZ,20230131,4.226
159919.SZ,20230130,4.272
159919.SZ,20230120,4.253
159919.SZ,20230119,4.232
159919.SZ,20230118,4.199
159919.SZ,20230117,4.21
159919.SZ,20230116,4.208
159919.SZ,20230113,4.147
159919.SZ,20230112,4.086
159919.SZ,20230111,4.08
159919.SZ,20230110,4.081
159919.SZ,20230109,4.075
159919.SZ,20230106,4.05
159919.SZ,20230105,4.034
159919.SZ,20230104,3.957
159919.SZ,20230103,3.953
159919.SZ,20221230,3.954
159919.SZ,20221229,3.926
159919.SZ,20221228,3.938
159919.SZ,20221227,3.956
159919.SZ,20221226,3.907
159919.SZ,20221223,3.897
159919.SZ,20221222,3.905
159919.SZ,20221221,3.897
159919.SZ,20221220,3.898
159919.SZ,20221219,3.959
159919.SZ,20221216,4.014
159919.SZ,20221215,4.014
159919.SZ,20221214,4.018
159919.SZ,20221213,4.007
159919.SZ,20221212,4.018
159919.SZ,20221209,4.063
159919.SZ,20221208,4.029
159919.SZ,20221207,4.02
159919.SZ,20221206,4.029
159919.SZ,20221205,4.01
159919.SZ,20221202,3.936
159919.SZ,20221201,3.962
159919.SZ,20221130,3.912
159919.SZ,20221129,3.91
159919.SZ,20221128,3.796
159919.SZ,20221125,3.844
159919.SZ,20221124,3.82
159919.SZ,20221123,3.837
159919.SZ,20221122,3.832
159919.SZ,20221121,3.836
159919.SZ,20221118,3.869
159919.SZ,20221117,3.881
159919.SZ,20221116,3.898
159919.SZ,20221115,3.928
159919.SZ,20221114,3.851
159919.SZ,20221111,3.855
159919.SZ,20221110,3.749
159919.SZ,20221109,3.775
159919.SZ,20221108,3.816
159919.SZ,20221107,3.836
159919.SZ,20221104,3.835
159919.SZ,20221103,3.71
159919.SZ,20221102,3.738
159919.SZ,20221101,3.703
159919.SZ,20221031,3.565
159919.SZ,20221028,3.602
159919.SZ,20221027,3.69
159919.SZ,20221026,3.714
159919.SZ,20221025,3.688
159919.SZ,20221024,3.699
159919.SZ,20221021,3.804
159919.SZ,20221020,3.822
159919.SZ,20221019,3.837
159919.SZ,20221018,3.896
159919.SZ,20221017,3.905
159919.SZ,20221014,3.904
159919.SZ,20221013,3.815
159919.SZ,20221012,3.843
159919.SZ,20221011,3.788
159919.SZ,20221010,3.784
159919.SZ,20220930,3.871
159919.SZ,20220929,3.897
159919.SZ,20220928,3.897
159919.SZ,20220927,3.958
159919.SZ,20220926,3.902
159919.SZ,20220923,3.927
159919.SZ,20220922,3.936
159919.SZ,20220921,3.966
159919.SZ,20220920,3.997
159919.SZ,20220919,3.995
159919.SZ,20220916,4.004
159919.SZ,20220915,4.094
159919.SZ,20220914,4.13
159919.SZ,20220913,4.179
159919.SZ,20220909,4.165
159919.SZ,20220908,4.108
159919.SZ,20220907,4.123
159919.SZ,20220906,4.117
159919.SZ,20220905,4.085
159919.SZ,20220902,4.09
159919.SZ,20220901,4.111
159919.SZ,20220831,4.147
159919.SZ,20220830,4.142
159919.SZ,20220829,4.149
159919.SZ,20220826,4.175
159919.SZ,20220825,4.182
159919.SZ,20220824,4.148
159919.SZ,20220823,4.225
159919.SZ,20220822,4.243
159919.SZ,20220819,4.214
159919.SZ,20220818,4.246
159919.SZ,20220817,4.281
159919.SZ,20220816,4.237
159919.SZ,20220815,4.252
159919.SZ,20220812,4.26
159919.SZ,20220811,4.262
159919.SZ,20220810,4.171
159919.SZ,20220809,4.216
159919.SZ,20220808,4.21
159919.SZ,20220805,4.224
159919.SZ,20220804,4.157
159919.SZ,20220803,4.124
159919.SZ,20220802,4.174
159919.SZ,20220801,4.243
159919.SZ,20220729,4.226
159919.SZ,20220728,4.282
159919.SZ,20220727,4.281
159919.SZ,20220726,4.304
159919.SZ,20220725,4.276
159919.SZ,20220722,4.297
159919.SZ,20220721,4.291
159919.SZ,20220720,4.335
159919.SZ,20220719,4.326
159919.SZ,20220718,4.345
159919.SZ,20220715,4.301
159919.SZ,20220714,4.365
159919.SZ,20220713,4.362
159919.SZ,20220712,4.356
159919.SZ,20220711,4.391
159919.SZ,20220708,4.468
159919.SZ,20220707,4.472
159919.SZ,20220706,4.458
159919.SZ,20220705,4.515
159919.SZ,20220704,4.525
159919.SZ,20220701,4.498
159919.SZ,20220630,4.516
159919.SZ,20220629,4.455
159919.SZ,20220628,4.511
159919.SZ,20220627,4.462
159919.SZ,20220624,4.414
159919.SZ,20220623,4.368
159919.SZ,20220622,4.29
159919.SZ,20220621,4.34
159919.SZ,20220620,4.345
159919.SZ,20220617,4.324
159919.SZ,20220616,4.26
159919.SZ,20220615,4.287
159919.SZ,20220614,4.235
159919.SZ,20220613,4.199
159919.SZ,20220610,4.249
159919.SZ,20220609,4.191
159919.SZ,20220608,4.223
159919.SZ,20220607,4.18
159919.SZ,20220606,4.172
159919.SZ,20220602,4.097
159919.SZ,20220601,4.086
159919.SZ,20220531,4.094
159919.SZ,20220530,4.028
159919.SZ,20220527,4.004
159919.SZ,20220526,3.993
159919.SZ,20220525,3.992
159919.SZ,20220524,3.966
159919.SZ,20220523,4.048
159919.SZ,20220520,4.08
159919.SZ,20220519,3.998
159919.SZ,20220518,3.992
159919.SZ,20220517,4.005
159919.SZ,20220516,3.957
159919.SZ,20220513,3.983
159919.SZ,20220512,3.956
159919.SZ,20220511,3.965
159919.SZ,20220510,3.915
159919.SZ,20220509,3.876
159919.SZ,20220506,3.903
159919.SZ,20220505,4.003
159919.SZ,20220429,4.01
159919.SZ,20220428,3.912
159919.SZ,20220427,3.89
159919.SZ,20220426,3.785
159919.SZ,20220425,3.82
159919.SZ,20220422,4.015
159919.SZ,20220421,4.0
159919.SZ,20220420,4.066
159919.SZ,20220419,4.135
159919.SZ,20220418,4.162
159919.SZ,20220415,4.19
159919.SZ,20220414,4.185
159919.SZ,20220413,4.143
159919.SZ,20220412,4.171
159919.SZ,20220411,4.105
159919.SZ,20220408,4.229
159919.SZ,20220407,4.206
159919.SZ,20220406,4.256
159919.SZ,20220401,4.268
159919.SZ,20220331,4.218
159919.SZ,20220330,4.247
159919.SZ,20220329,4.13
159919.SZ,20220328,4.153
159919.SZ,20220325,4.18
159919.SZ,20220324,4.249
159919.SZ,20220323,4.273
159919.SZ,20220322,4.247
159919.SZ,20220321,4.247
159919.SZ,20220318,4.264
159919.SZ,20220317,4.234
159919.SZ,20220316,4.151
159919.SZ,20220315,3.988
159919.SZ,20220314,4.167
159919.SZ,20220311,4.308
159919.SZ,20220310,4.28
159919.SZ,20220309,4.224
159919.SZ,20220308,4.251
159919.SZ,20220307,4.344
159919.SZ,20220304,4.495
159919.SZ,20220303,4.546
159919.SZ,20220302,4.573
159919.SZ,20220301,4.61
159919.SZ,20220228,4.57
159919.SZ,20220225,4.566
159919.SZ,20220224,4.529
159919.SZ,20220223,4.618
159919.SZ,20220222,4.564
159919.SZ,20220221,4.629
159919.SZ,20220218,4.646
159919.SZ,20220217,4.622
159919.SZ,20220216,4.612
159919.SZ,20220215,4.593
159919.SZ,20220214,4.551
159919.SZ,20220211,4.599
159919.SZ,20220210,4.634
159919.SZ,20220209,4.646
159919.SZ,20220208,4.603
159919.SZ,20220207,4.627
159919.SZ,20220128,4.56
159919.SZ,20220127,4.625
159919.SZ,20220126,4.704
159919.SZ,20220125,4.677
159919.SZ,20220124,4.786
159919.SZ,20220121,4.785
159919.SZ,20220120,4.819
159919.SZ,20220119,4.778
159919.SZ,20220118,4.807
159919.SZ,20220117,4.76
159919.SZ,20220114,4.721
159919.SZ,20220113,4.773
159919.SZ,20220112,4.847
159919.SZ,20220111,4.797
159919.SZ,20220110,4.837
159919.SZ,20220107,4.824
159919.SZ,20220106,4.817
159919.SZ,20220105,4.866
159919.SZ,20220104,4.915
159919.SZ,20260731,4.851
159919.SZ,20260730,4.798
159919.SZ,20260729,4.857
159919.SZ,20260728,4.83
159919.SZ,20260727,4.96
159919.SZ,20260724,4.901
159919.SZ,20260723,4.986
159919.SZ,20260722,4.97
159919.SZ,20260721,4.995
159919.SZ,20260720,4.87
159919.SZ,20260717,4.795
159919.SZ,20260716,4.955
159919.SZ,20260715,5.047
159919.SZ,20260714,5.046
159919.SZ,20260713,4.949
159919.SZ,20260710,5.038
159919.SZ,20260709,5.127
159919.SZ,20260708,5.008
159919.SZ,20260707,5.032
159919.SZ,20260706,5.087
159919.SZ,20260703,5.088
159919.SZ,20260702,5.061
159919.SZ,20260701,5.215
159919.SZ,20260630,5.233
159919.SZ,20260629,5.176
159919.SZ,20260626,5.115
159919.SZ,20260625,5.265
159919.SZ,20260624,5.178
159919.SZ,20260623,5.16
159919.SZ,20260622,5.315
159919.SZ,20260618,5.192
159919.SZ,20260617,5.169
159919.SZ,20260616,5.114
159919.SZ,20260615,5.124
159919.SZ,20260612,5.013
159919.SZ,20260611,4.952
159919.SZ,20260610,4.97
159919.SZ,20260609,5.026
159919.SZ,20260608,4.937
159919.SZ,20260605,5.049
159919.SZ,20260604,5.136
159919.SZ,20260603,5.172
159919.SZ,20260602,5.143
159919.SZ,20260601,5.081
159919.SZ,20260529,5.132
159919.SZ,20260528,5.143
159919.SZ,20260527,5.148
159919.SZ,20260526,5.177
159919.SZ,20260525,5.143
159919.SZ,20260522,5.069
159919.SZ,20260521,5.024
159919.SZ,20260520,5.077
159919.SZ,20260519,5.077
159919.SZ,20260518,5.059
159919.SZ,20260515,5.087
159919.SZ,20260514,5.141
159919.SZ,20260513,5.231
159919.SZ,20260512,5.169
159919.SZ,20260511,5.176
159919.SZ,20260508,5.088
159919.SZ,20260507,5.121
159919.SZ,20260506,5.096
159919.SZ,20260430,5.028
159919.SZ,20260429,5.021
159919.SZ,20260428,4.966
159919.SZ,20260427,4.983
159919.SZ,20260424,4.985
159919.SZ,20260423,5.005
159919.SZ,20260422,5.015
159919.SZ,20260421,4.97
159919.SZ,20260420,4.965
159919.SZ,20260417,4.937
159919.SZ,20260416,4.946
159919.SZ,20260415,4.895
159919.SZ,20260414,4.909
159919.SZ,20260413,4.846
159919.SZ,20260410,4.839
159919.SZ,20260409,4.765
159919.SZ,20260408,4.798
159919.SZ,20260407,4.633
159919.SZ,20260403,4.644
159919.SZ,20260402,4.676
159919.SZ,20260401,4.723
159919.SZ,20260331,4.657
159919.SZ,20260330,4.692
159919.SZ,20260327,4.701
159919.SZ,20260326,4.677
159919.SZ,20260325,4.735
159919.SZ,20260324,4.669
159919.SZ,20260323,4.619
159919.SZ,20260320,4.778
159919.SZ,20260319,4.79
159919.SZ,20260318,4.864
159919.SZ,20260317,4.846
159919.SZ,20260316,4.879
159919.SZ,20260313,4.876
159919.SZ,20260312,4.892
159919.SZ,20260311,4.909
159919.SZ,20260310,4.879
159919.SZ,20260309,4.817
159919.SZ,20260306,4.865
159919.SZ,20260305,4.846
159919.SZ,20260304,4.817
159919.SZ,20260303,4.872
159919.SZ,20260302,4.935
159919.SZ,20260227,4.923
159919.SZ,20260226,4.935
159919.SZ,20260225,4.949
159919.SZ,20260224,4.917
159919.SZ,20260213,4.866
159919.SZ,20260212,4.929
159919.SZ,20260211,4.92
159919.SZ,20260210,4.931
159919.SZ,20260209,4.928
159919.SZ,20260206,4.85
159919.SZ,20260205,4.877
159919.SZ,20260204,4.901
159919.SZ,20260203,4.864
159919.SZ,20260202,4.804
159919.SZ,20260130,4.912
159919.SZ,20260129,4.974
159919.SZ,20260128,4.931
159919.SZ,20260127,4.91
159919.SZ,20260126,4.913
159919.SZ,20260123,4.898
159919.SZ,20260122,4.926
159919.SZ,20260121,4.924
159919.SZ,20260120,4.923
159919.SZ,20260119,4.937
159919.SZ,20260116,4.935
159919.SZ,20260115,4.948
159919.SZ,20260114,4.945
159919.SZ,20260113,4.972
159919.SZ,20260112,4.992
159919.SZ,20260109,4.966
159919.SZ,20260108,4.944
159919.SZ,20260107,4.977
159919.SZ,20260106,4.996
159919.SZ,20260105,4.921
159915.SZ,20211231,3.218
159915.SZ,20211230,3.219
159915.SZ,20211229,3.182
159915.SZ,20211228,3.226
159915.SZ,20211227,3.19
159915.SZ,20211224,3.196
159915.SZ,20211223,3.269
159915.SZ,20211222,3.26
159915.SZ,20211221,3.247
159915.SZ,20211220,3.225
159915.SZ,20211217,3.328
159915.SZ,20211216,3.378
159915.SZ,20211215,3.355
159915.SZ,20211214,3.384
159915.SZ,20211213,3.389
159915.SZ,20211210,3.37
159915.SZ,20211209,3.353
159915.SZ,20211208,3.314
159915.SZ,20211207,3.266
159915.SZ,20211206,3.294
159915.SZ,20211203,3.37
159915.SZ,20211202,3.355
159915.SZ,20211201,3.365
159915.SZ,20211130,3.386
159915.SZ,20211129,3.389
159915.SZ,20211126,3.364
159915.SZ,20211125,3.368
159915.SZ,20211124,3.362
159915.SZ,20211123,3.38
159915.SZ,20211122,3.393
159915.SZ,20211119,3.313
159915.SZ,20211118,3.274
159915.SZ,20211117,3.317
159915.SZ,20211116,3.282
159915.SZ,20211115,3.295
159915.SZ,20211112,3.324
159915.SZ,20211111,3.324
159915.SZ,20211110,3.296
159915.SZ,20211109,3.3
159915.SZ,20211108,3.278
159915.SZ,20211105,3.248
159915.SZ,20211104,3.26
159915.SZ,20211103,3.222
159915.SZ,20211102,3.228
159915.SZ,20211101,3.224
159915.SZ,20211029,3.249
159915.SZ,20211028,3.178
159915.SZ,20211027,3.205
159915.SZ,20211026,3.221
159915.SZ,20211025,3.236
159915.SZ,20211022,3.185
159915.SZ,20211021,3.174
159915.SZ,20211020,3.185
159915.SZ,20211019,3.191
159915.SZ,20211018,3.172
159915.SZ,20211015,3.176
159915.SZ,20211014,3.112
159915.SZ,20211013,3.109
159915.SZ,20211012,3.042
159915.SZ,20211011,3.096
159915.SZ,20211008,3.138
159915.SZ,20210930,3.148
159915.SZ,20210929,3.083
159915.SZ,20210928,3.114
159915.SZ,20210927,3.13
159915.SZ,20210924,3.109
159915.SZ,20210923,3.086
159915.SZ,20210922,3.068
159915.SZ,20210917,3.097
159915.SZ,20210916,3.035
159915.SZ,20210915,3.105
159915.SZ,20210914,3.14
159915.SZ,20210913,3.095
159915.SZ,20210910,3.135
159915.SZ,20210909,3.126
159915.SZ,20210908,3.123
159915.SZ,20210907,3.147
159915.SZ,20210906,3.129
159915.SZ,20210903,3.01
159915.SZ,20210902,3.046
159915.SZ,20210901,3.094
159915.SZ,20210831,3.106
159915.SZ,20210830,3.164
159915.SZ,20210827,3.158
159915.SZ,20210826,3.164
159915.SZ,20210825,3.241
159915.SZ,20210824,3.225
159915.SZ,20210823,3.195
159915.SZ,20210820,3.1
159915.SZ,20210819,3.177
159915.SZ,20210818,3.16
159915.SZ,20210817,3.126
159915.SZ,20210816,3.206
159915.SZ,20210813,3.249
159915.SZ,20210812,3.28
159915.SZ,20210811,3.326
159915.SZ,20210810,3.366
159915.SZ,20210809,3.348
159915.SZ,20210806,3.386
159915.SZ,20210805,3.419
159915.SZ,20210804,3.446
159915.SZ,20210803,3.363
159915.SZ,20210802,3.393
159915.SZ,20210730,3.328
159915.SZ,20210729,3.358
159915.SZ,20210728,3.183
159915.SZ,20210727,3.14
159915.SZ,20210726,3.27
159915.SZ,20210723,3.367
159915.SZ,20210722,3.438
159915.SZ,20210721,3.455
159915.SZ,20210720,3.356
159915.SZ,20210719,3.35
159915.SZ,20210716,3.328
159915.SZ,20210715,3.429
159915.SZ,20210714,3.382
159915.SZ,20210713,3.411
159915.SZ,20210712,3.427
159915.SZ,20210709,3.303
159915.SZ,20210708,3.322
159915.SZ,20210707,3.305
159915.SZ,20210706,3.196
159915.SZ,20210705,3.25
159915.SZ,20210702,3.227
159915.SZ,20210701,3.34
159915.SZ,20210630,3.373
159915.SZ,20210629,3.297
159915.SZ,20210628,3.305
159915.SZ,20210625,3.243
159915.SZ,20210624,3.174
159915.SZ,20210623,3.217
159915.SZ,20210622,3.174
159915.SZ,20210621,3.166
159915.SZ,20210618,3.137
159915.SZ,20210617,3.088
159915.SZ,20210616,3.024
159915.SZ,20210615,3.155
159915.SZ,20210611,3.195
159915.SZ,20210610,3.179
159915.SZ,20210609,3.1
159915.SZ,20210608,3.105
159915.SZ,20210607,3.122
159915.SZ,20210604,3.141
159915.SZ,20210603,3.099
159915.SZ,20210602,3.133
159915.SZ,20210601,3.188
159915.SZ,20210531,3.195
159915.SZ,20210528,3.121
159915.SZ,20210527,3.118
159915.SZ,20210526,3.095
159915.SZ,20210525,3.119
159915.SZ,20210524,3.036
159915.SZ,20210521,3.012
159915.SZ,20210520,3.043
159915.SZ,20210519,3.012
159915.SZ,20210518,2.988
159915.SZ,20210517,3.007
159915.SZ,20210514,2.937
159915.SZ,20210513,2.845
159915.SZ,20210512,2.865
159915.SZ,20210511,2.823
159915.SZ,20210510,2.827
159915.SZ,20210507,2.819
159915.SZ,20210506,2.904
159915.SZ,20210430,2.989
159915.SZ,20210429,2.952
159915.SZ,20210428,2.949
159915.SZ,20210427,2.884
159915.SZ,20210426,2.863
159915.SZ,20210423,2.891
159915.SZ,20210422,2.837
159915.SZ,20210421,2.814
159915.SZ,20210420,2.791
159915.SZ,20210419,2.798
159915.SZ,20210416,2.688
159915.SZ,20210415,2.698
159915.SZ,20210414,2.707
159915.SZ,20210413,2.649
159915.SZ,20210412,2.627
159915.SZ,20210409,2.69
159915.SZ,20210408,2.728
159915.SZ,20210407,2.707
159915.SZ,20210406,2.73
159915.SZ,20210402,2.756
159915.SZ,20210401,2.718
159915.SZ,20210331,2.665
159915.SZ,20210330,2.673
159915.SZ,20210329,2.637
159915.SZ,20210326,2.65
159915.SZ,20210325,2.567
159915.SZ,20210324,2.543
159915.SZ,20210323,2.579
159915.SZ,20210322,2.607
159915.SZ,20210319,2.579
159915.SZ,20210318,2.65
159915.SZ,20210317,2.607
159915.SZ,20210316,2.579
159915.SZ,20210315,2.555
159915.SZ,20210312,2.658
159915.SZ,20210311,2.65
159915.SZ,20210310,2.586
159915.SZ,20210309,2.547
159915.SZ,20210308,2.633
159915.SZ,20210305,2.772
159915.SZ,20210304,2.751
159915.SZ,20210303,2.9
159915.SZ,20210302,2.859
159915.SZ,20210301,2.894
159915.SZ,20210226,2.814
159915.SZ,20210225,2.878
159915.SZ,20210224,2.904
159915.SZ,20210223,3.009
159915.SZ,20210222,3.032
159915.SZ,20210219,3.17
159915.SZ,20210218,3.202
159915.SZ,20210210,3.293
159915.SZ,20210209,3.222
159915.SZ,20210205,3.084
159915.SZ,20210204,3.098
159915.SZ,20210203,3.106
159915.SZ,20210202,3.118
159915.SZ,20210201,3.056
159915.SZ,20210129,3.029
159915.SZ,20210128,3.057
159915.SZ,20210127,3.166
159915.SZ,20210126,3.152
159915.SZ,20210125,3.242
159915.SZ,20210122,3.241
159915.SZ,20210121,3.176
159915.SZ,20210120,3.096
159915.SZ,20210119,2.976
159915.SZ,20210118,3.046
159915.SZ,20210115,2.99
159915.SZ,20210114,2.987
159915.SZ,20210113,3.025
159915.SZ,20210112,3.076
159915.SZ,20210111,2.989
159915.SZ,20210108,3.036
159915.SZ,20210107,3.056
159915.SZ,20210106,3.003
159915.SZ,20210105,2.988
159915.SZ,20210104,2.976
159915.SZ,20201231,2.866
159915.SZ,20201230,2.799
159915.SZ,20201229,2.717
159915.SZ,20201228,2.745
159915.SZ,20201225,2.749
159915.SZ,20201224,2.726
159915.SZ,20201223,2.745
159915.SZ,20201222,2.718
159915.SZ,20201221,2.778
159915.SZ,20201218,2.688
159915.SZ,20201217,2.694
159915.SZ,20201216,2.667
159915.SZ,20201215,2.667
159915.SZ,20201214,2.641
159915.SZ,20201211,2.601
159915.SZ,20201210,2.627
159915.SZ,20201209,2.598
159915.SZ,20201208,2.646
159915.SZ,20201207,2.628
159915.SZ,20201204,2.637
159915.SZ,20201203,2.619
159915.SZ,20201202,2.593
159915.SZ,20201201,2.602
159915.SZ,20201130,2.541
159915.SZ,20201127,2.532
159915.SZ,20201126,2.522
159915.SZ,20201125,2.528
159915.SZ,20201124,2.582
159915.SZ,20201123,2.593
159915.SZ,20201120,2.576
159915.SZ,20201119,2.556
159915.SZ,20201118,2.534
159915.SZ,20201117,2.572
159915.SZ,20201116,2.62
159915.SZ,20201113,2.619
159915.SZ,20201112,2.607
159915.SZ,20201111,2.595
159915.SZ,20201110,2.674
159915.SZ,20201109,2.719
159915.SZ,20201106,2.637
159915.SZ,20201105,2.69
159915.SZ,20201104,2.658
159915.SZ,20201103,2.649
159915.SZ,20201102,2.617
159915.SZ,20201030,2.563
159915.SZ,20201029,2.607
159915.SZ,20201028,2.577
159915.SZ,20201027,2.56
159915.SZ,20201026,2.533
159915.SZ,20201023,2.516
159915.SZ,20201022,2.582
159915.SZ,20201021,2.612
159915.SZ,20201020,2.645
159915.SZ,20201019,2.6
159915.SZ,20201016,2.634
159915.SZ,20201015,2.65
159915.SZ,20201014,2.668
159915.SZ,20201013,2.688
159915.SZ,20201012,2.683
159915.SZ,20201009,2.581
159915.SZ,20200930,2.489
159915.SZ,20200929,2.479
159915.SZ,20200928,2.434
159915.SZ,20200925,2.457
159915.SZ,20200924,2.454
159915.SZ,20200923,2.508
159915.SZ,20200922,2.469
159915.SZ,20200921,2.48
159915.SZ,20200918,2.513
159915.SZ,20200917,2.467
159915.SZ,20200916,2.47
159915.SZ,20200915,2.504
159915.SZ,20200914,2.484
159915.SZ,20200911,2.449
159915.SZ,20200910,2.403
159915.SZ,20200909,2.44
159915.SZ,20200908,2.564
159915.SZ,20200907,2.549
159915.SZ,20200904,2.638
159915.SZ,20200903,2.653
159915.SZ,20200902,2.676
159915.SZ,20200901,2.658
159915.SZ,20200831,2.637
159915.SZ,20200828,2.666
159915.SZ,20200827,2.602
159915.SZ,20200826,2.551
159915.SZ,20200825,2.611
159915.SZ,20200824,2.597
159915.SZ,20200821,2.546
159915.SZ,20200820,2.503
159915.SZ,20200819,2.524
159915.SZ,20200818,2.605
159915.SZ,20200817,2.607
159915.SZ,20200814,2.579
159915.SZ,20200813,2.535
159915.SZ,20200812,2.548
159915.SZ,20200811,2.6
159915.SZ,20200810,2.641
159915.SZ,20200807,2.657
159915.SZ,20200806,2.719
159915.SZ,20200805,2.763
159915.SZ,20200804,2.738
159915.SZ,20200803,2.774
159915.SZ,20200731,2.708
159915.SZ,20200730,2.652
159915.SZ,20200729,2.68
159915.SZ,20200728,2.573
159915.SZ,20200727,2.54
159915.SZ,20200724,2.537
159915.SZ,20200723,2.706
159915.SZ,20200722,2.678
159915.SZ,20200721,2.643
159915.SZ,20200720,2.611
159915.SZ,20200717,2.583
159915.SZ,20200716,2.558
159915.SZ,20200715,2.722
159915.SZ,20200714,2.767
159915.SZ,20200713,2.802
159915.SZ,20200710,2.685
159915.SZ,20200709,2.674
159915.SZ,20200708,2.574
159915.SZ,20200707,2.503
159915.SZ,20200706,2.45
159915.SZ,20200703,2.38
159915.SZ,20200702,2.35
159915.SZ,20200701,2.342
159915.SZ,20200630,2.359
159915.SZ,20200629,2.295
159915.SZ,20200624,2.307
159915.SZ,20200623,2.307
159915.SZ,20200622,2.263
159915.SZ,20200619,2.238
159915.SZ,20200618,2.194
159915.SZ,20200617,2.188
159915.SZ,20200616,2.183
159915.SZ,20200615,2.141
159915.SZ,20200612,2.141
159915.SZ,20200611,2.119
159915.SZ,20200610,2.122
159915.SZ,20200609,2.102
159915.SZ,20200608,2.073
159915.SZ,20200605,2.087
159915.SZ,20200604,2.073
159915.SZ,20200603,2.06
159915.SZ,20200602,2.067
159915.SZ,20200601,2.082
159915.SZ,20200529,2.006
159915.SZ,20200528,1.982
159915.SZ,20200527,1.997
159915.SZ,20200526,2.038
159915.SZ,20200525,1.975
159915.SZ,20200522,1.972
159915.SZ,20200521,2.02
159915.SZ,20200520,2.041
159915.SZ,20200519,2.061
159915.SZ,20200518,2.039
159915.SZ,20200515,2.042
159915.SZ,20200514,2.036
159915.SZ,20200513,2.058
159915.SZ,20200512,2.043
